,reaction_id,rxn_smiles,products,DG_TS,G,DE_RP,G_alt1,G_alt2,f
0,0,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[o:14]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[o:14]1,[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[o:14]1,19.2,147.25777169999998,-6.39391650842697,182.7622875,124.3599318,0.15209355673153574
1,1,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][o:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][o:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1,[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][o:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1,25.4,147.25777169999998,10.541834164636727,182.7622875,124.3599318,0.13669283926616443
2,2,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][o:9][c:10]1[C:11]([F:12])([F:13])[F:14]>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][o:9][c:10]1[C:11]([F:12])([F:13])[F:14],[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][o:9][c:10]1[C:11]([F:12])([F:13])[F:14],24.4,147.25777169999998,7.392431128327803,182.7622875,124.3599318,0.14059552984418888
3,3,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][o:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[o:14]1,[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:13]1[cH:12][cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[o:14]1,18.2,148.2680628,-6.386810585214327,157.8062148,150.3262956,0.14428869500685998
4,4,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[cH:11][cH:12][cH:13][o:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:12]1[cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[o:14][cH:13]1,[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:12]1[cH:11][c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[o:14][cH:13]1,23.7,148.2680628,7.888155243170538,157.8062148,150.3262956,0.13324462467054457
5,5,[C:1]([CH3:2])([CH3:3])[C:4]#[N:5].[CH3:6][C:7]([CH3:8])([CH3:9])[c:10]1[o:11][cH:12][cH:13][cH:14]1>>[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[o:11][cH:12][cH:13]1,[C:1]([CH3:2])([CH3:3])([C:4]#[N:5])[c:14]1[c:10]([C:7]([CH3:6])([CH3:8])[CH3:9])[o:11][cH:12][cH:13]1,26.3,148.2680628,13.541891076115425,157.8062148,150.3262956,0.13171450474998914
1740,1985,[F:1][C:2]([F:3])([F:4])[c:5]1[s:6][n:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[s:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[s:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,14.2,141.0767982,-24.27250974190391,164.17544130000002,109.40009339999999,0.1866802706538314
1742,1987,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[s:6][n:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[s:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[s:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,13.4,145.3187658,-19.616057981494215,143.73744059999999,134.0800617,0.15970428088198854
1743,1988,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][o:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][o:9]1,14.9,150.1192173,-21.796515924379662,158.697279,123.92067480000001,0.17185180169594336
1744,1989,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,10.7,150.1192173,-34.50765215903258,158.697279,123.92067480000001,0.1862108435034872
1745,1990,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][o:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][o:9]1,14.0,153.5956227,-24.065314097371527,134.5004934,151.5938658,0.16948827441217024
1746,1991,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,10.4,153.5956227,-33.92600498236647,134.5004934,151.5938658,0.17814962438498735
1748,1993,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][o:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][o:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][o:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,10.5,158.2078212,-33.800810462256536,160.5672588,130.1392989,0.173192482035953
1749,1994,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][cH:8][n:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:9]1,10.4,153.9658536,-32.99304633223483,136.7846298,149.6799603,0.17469148215158156
1751,1996,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,10.9,152.7296589,-33.82489555112088,160.88728890000002,124.3411065,0.18210246769273994
1752,1997,[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][cH:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,13.8,152.7296589,-24.194222849271448,160.88728890000002,124.3411065,0.16956177085154037
1753,1998,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,10.3,152.1209742,-34.23975182481532,133.596879,151.02283169999998,0.1802504622167195
1754,1999,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][cH:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,12.9,152.1209742,-20.97052827640929,133.596879,151.02283169999998,0.15372807241859385
1755,2000,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][o:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][o:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][o:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,15.3,158.04466860000002,-18.386787226930004,169.9422582,120.6011469,0.1549776644187604
1756,2001,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][o:8][n:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:8][n:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:8][n:9]1,11.2,158.04466860000002,-31.034666061033587,169.9422582,120.6011469,0.1690492521334996
1757,2002,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][o:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][o:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][o:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,15.1,158.59687739999998,-18.07573114736977,149.79918719999998,141.2964267,0.15219634818412187
1758,2003,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][o:8][n:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:8][n:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:8][n:9]1,11.2,158.59687739999998,-31.44547740516966,149.79918719999998,141.2964267,0.16975579307707628
1759,2006,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,13.8,156.5323695,-19.00384353780069,146.0968782,142.9342278,0.14886327884342382
1761,2008,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:8][o:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:8][o:9]1,14.3,156.8586747,-20.456669749951626,172.063242,117.2941692,0.15637219249676482
1762,2009,[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][n:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,13.6,156.8586747,-21.63453112032271,172.063242,117.2941692,0.15566410724086882
1763,2010,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:8][o:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:8][o:9]1,14.5,156.16841369999997,-20.818092292127997,144.013545,144.6536052,0.15950117924559545
1764,2011,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][n:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,14.6,156.16841369999997,-16.566460410672292,144.013545,144.6536052,0.14652918386745548
1765,2012,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][nH:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][nH:9]1,14.8,155.1455724,-18.52294058164143,143.8817679,143.762541,0.15508963561515543
1766,2013,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,12.7,155.1455724,-26.66468767601581,143.8817679,143.762541,0.16779301810103028
1767,2014,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][nH:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][nH:9]1,13.2,159.0486846,-21.03269129953508,121.0529541,170.494467,0.14911374909772462
1768,2015,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,11.7,159.0486846,-27.433069278442776,121.0529541,170.494467,0.1598034884924876
1770,2017,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][nH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][nH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][nH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,12.3,164.3323188,-27.13038292735313,145.5885951,151.2424602,0.15739564592376803
1772,2019,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][nH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][nH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][nH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,11.4,159.66364439999995,-24.971152392836476,123.03588569999998,169.1264952,0.14959934233104757
1773,2022,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][nH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:9]1,12.0,158.4964758,-27.619085832793413,120.8145003,170.180712,0.16283985360636458
1774,2023,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][cH:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,12.7,158.4964758,-17.564203193160218,120.8145003,170.180712,0.13553677763591074
1775,2024,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][nH:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][nH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][nH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,15.6,166.7043066,-15.851203177252067,154.8129921,144.390051,0.1411217386547471
1776,2025,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH:8][n:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:8][n:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:8][n:9]1,14.0,166.7043066,-24.00839078269327,154.8129921,144.390051,0.15598994364160376
1777,2026,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][nH:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][nH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][nH:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,15.3,165.5496882,-14.709214671136548,135.0715275,162.9768972,0.13684475991401038
1778,2027,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH:8][n:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:8][n:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH:8][n:9]1,13.9,165.5496882,-24.813265856765874,135.0715275,162.9768972,0.15890475671933607
1779,2028,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,15.1,168.1915053,-18.78728920922342,155.7228816,144.9673602,0.14562949871292763
1780,2029,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][nH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][nH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][nH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,12.8,168.1915053,-26.40267526799819,155.7228816,144.9673602,0.15459364364223394
1781,2030,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,14.1,164.35741919999998,-16.824093426342984,131.82102569999998,165.03513,0.1369700669598461
1784,2033,[F:1][C:2]([F:3])([F:4])[c:5]1[nH:6][n:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[nH:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[nH:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,14.8,163.3157526,-19.372171827547795,156.3503916,139.4640975,0.1499309498560514
1786,2035,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][n:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][n:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,14.7,164.5770477,-13.903300440507136,130.8295599,166.2462243,0.13155935486047468
1787,2036,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,13.2,142.29416759999998,-21.748065877225777,156.82729919999997,117.96560489999999,0.1691849591916295
1788,2037,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:8][cH:9][n:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:8][cH:9][n:10]1,13.1,142.29416759999998,-20.126473360539993,156.82729919999997,117.96560489999999,0.16278416094596135
1789,2038,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][n:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][n:10]1,13.1,142.29416759999998,-22.39229964621132,156.82729919999997,117.96560489999999,0.17074592889431725
