,reaction_id,rxn_smiles,products,DG_TS,G,DE_RP,G_alt1,G_alt2,f
1790,2039,[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,13.0,137.92042289999998,-19.71410830159562,293.69350529999997,-23.274345900000007,0.165726392583428
1792,2041,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][nH+:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][nH+:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][nH+:10]1,12.6,137.92042289999998,-20.152227625901677,293.69350529999997,-23.274345900000007,0.16441447420294159
1793,2042,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][nH+:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[nH+:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[nH+:10]1,9.7,137.92042289999998,-24.5137528236454,293.69350529999997,-23.274345900000007,0.15919960184390286
1794,2047,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,13.3,141.1144488,-19.764329181933217,137.5439169,136.0692684,0.16427917047546592
1795,2048,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:8][cH:9][n:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:8][cH:9][n:10]1,13.6,141.1144488,-20.193232894388128,137.5439169,136.0692684,0.1679248060613483
1796,2049,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][n:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][n:10]1,13.9,141.1144488,-22.327827386308478,137.5439169,136.0692684,0.17761408492391206
1797,2050,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:10]1,13.6,141.1144488,-19.881014666399004,137.5439169,136.0692684,0.1668185471677901
1798,2051,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][n:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,13.9,137.7447201,-20.30670552767344,152.6920083,117.55144829999999,0.17462268424063335
1799,2052,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,13.1,137.7447201,-19.565615590114977,152.6920083,117.55144829999999,0.16612475438946053
1800,2053,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,14.2,137.7447201,-19.5240775656368,152.6920083,117.55144829999999,0.17395976241719047
1801,2054,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][n:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:9][cH:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:9][cH:10]1,14.1,137.7447201,-20.16596507486147,152.6920083,117.55144829999999,0.17556377130008582
1802,2055,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,10.6,138.31575420000001,-26.356840682758545,293.71233060000003,-22.897839900000015,0.17191404174391056
1803,2056,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,9.5,138.31575420000001,-23.25757946036462,293.71233060000003,-22.897839900000015,0.15275765116120307
1804,2057,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,13.1,138.31575420000001,-20.25564064646538,293.71233060000003,-22.897839900000015,0.167933294783225
1805,2058,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[nH+:9][cH:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[nH+:9][cH:10]1,10.2,138.31575420000001,-25.697293159669798,293.71233060000003,-22.897839900000015,0.16663789828675132
1806,2059,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,11.4,127.5414075,-22.966175111461794,263.5667502,-3.5266061999999914,0.1794169282296096
1807,2060,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,11.5,127.5414075,-19.82317644218543,263.5667502,-3.5266061999999914,0.16787950392575612
1808,2061,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH+:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][nH+:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,14.0,127.5414075,-16.733134596805513,263.5667502,-3.5266061999999914,0.1753671041963588
1809,2062,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][nH+:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[nH+:9][cH:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[nH+:9][cH:10]1,11.5,127.5414075,-25.077057255510937,263.5667502,-3.5266061999999914,0.1884762689933108
1810,2063,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,12.9,140.7128424,-17.921309721471463,136.65285269999998,136.5587262,0.15535650114005323
1811,2064,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,13.7,140.7128424,-16.67452265266894,136.65285269999998,136.5587262,0.15661158534265007
1812,2065,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,13.6,140.7128424,-19.640512673692196,136.65285269999998,136.5587262,0.16644007709168482
1813,2066,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][cH:8][n:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:9][cH:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:9][cH:10]1,13.9,140.7128424,-21.198778136241867,136.65285269999998,136.5587262,0.17410911932599077
1814,2067,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,14.2,134.1302625,-19.45814509006831,152.34060269999998,114.2883963,0.17840174244819773
1815,2068,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,13.6,134.1302625,-22.190794262535473,152.34060269999998,114.2883963,0.1841150287114941
1816,2069,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH+:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH+:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,10.0,136.90385669999998,-25.881350627758724,294.5845695,-25.1819763,0.16756777980440463
1817,2070,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,11.8,136.90385669999998,-20.95598322213083,294.5845695,-25.1819763,0.16272727553529484
1818,2071,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:10]1,11.7,137.0544591,-22.182892029064714,269.7477237,-0.19452809999998555,0.16629481568274165
1819,2072,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][nH+:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,13.8,137.0544591,-15.59145796300076,269.7477237,-0.19452809999998555,0.15757042217607337
1821,2074,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][cH:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][cH:7][n:8][cH:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,13.5,142.1686656,-18.317338812703344,137.7572703,136.91013180000002,0.15937878653305493
1822,2075,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][n:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][n:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][n:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,13.0,123.81399810000002,-20.24607049128999,153.26304240000002,103.04969220000002,0.18675622789411395
1823,2076,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][n:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][n:10]1,11.7,123.81399810000002,-20.545485632815613,153.26304240000002,103.04969220000002,0.17746574017148875
1824,2077,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:10]1,11.9,123.81399810000002,-19.43692897690274,153.26304240000002,103.04969220000002,0.17460436477457847
1825,2078,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][nH+:9][cH:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][nH+:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][nH+:9][c:10]1-[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1,16.8,113.03965139999998,-32.30772069837122,287.5188069,-41.98041900000001,0.291524787462195
1826,2079,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][n:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][n:10]1,13.9,113.03965139999998,-31.629504752811766,287.5188069,-41.98041900000001,0.26287016996591595
1827,2080,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:10]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH+:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:10]1,9.4,113.03965139999998,-23.799402969862804,287.5188069,-41.98041900000001,0.18842681502582384
1829,2085,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][n:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[cH:9][n:10]1,13.1,123.7261467,-19.809461583560754,135.1280034,121.09687980000001,0.18593265373050186
1830,2086,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][cH:9][n:10]1.[c:11]1[cH:12][cH:13][n:14][cH:15][cH:16]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:10]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][c:9](-[c:11]2[cH:12][cH:13][n:14][cH:15][cH:16]2)[n:10]1,12.6,123.7261467,-19.550042046979577,135.1280034,121.09687980000001,0.18084310891652286
1831,2087,[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][cH:8][s:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][s:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][s:9]1,13.6,130.5785559,-23.83060213955486,290.599881,-27.522588600000006,0.19540192410549878
1832,2088,[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][cH:8][s:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[s:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[s:9]1,12.4,130.5785559,-33.068440403684,290.599881,-27.522588600000006,0.221584777090049
1835,2091,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][s:7][cH:8][nH+:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][s:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH+:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][s:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH+:9]1,8.6,137.16113579999998,-40.33743529494696,292.11845519999997,-22.458582899999993,0.20974394444664174
1836,2092,[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][s:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][s:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[nH+:6][cH:7][s:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,12.6,137.16113579999998,-32.838119760849516,292.11845519999997,-22.458582899999993,0.21156911329998448
1837,2093,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][s:7][cH:8][nH+:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][s:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH+:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][s:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[nH+:9]1,9.6,126.5185662,-41.417073780008096,261.7469712,-2.7296684999999954,0.23955801745407426
1838,2094,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH+:6][cH:7][s:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH+:6][cH:7][s:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH+:6][cH:7][s:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,12.9,126.5185662,-30.428739267462838,261.7469712,-2.7296684999999954,0.2222153671050014
