,reaction_id,rxn_smiles,products,DG_TS,G,DE_RP,G_alt1,G_alt2,f
1745,1990,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][o:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[cH:8][o:9]1,14.0,99.48795736267483,-24.065314097371527,192.88081220376952,260.79449259626205,0.26166641409458175
1746,1991,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[n:6][cH:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,10.4,99.48795736267483,-33.92600498236647,192.88081220376952,260.79449259626205,0.275038338473809
1748,1993,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][o:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][o:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][o:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,10.5,101.77795282355301,-33.800810462256536,224.65847897029357,245.58411329868994,0.26921749230534125
1749,1994,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][cH:8][n:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][o:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[n:9]1,10.4,100.91165581574599,-32.99304633223483,194.49301528835323,260.96351241475975,0.2665353466722182
1751,1996,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,10.9,97.40647343465155,-33.82489555112088,224.5074586485824,239.13713579959537,0.2855297681444075
1752,1997,[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][cH:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[o:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,13.8,97.40647343465155,-24.194222849271448,224.5074586485824,239.13713579959537,0.2658664307563674
1753,1998,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][cH:8][o:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][n:7][c:8](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:9]1,10.3,99.71370220264767,-34.23975182481532,191.2153648957525,260.85764018258124,0.27498603809416666
1754,1999,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][cH:7][n:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[o:6][cH:7][n:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,12.9,99.71370220264767,-20.97052827640929,191.2153648957525,260.85764018258124,0.23452407865349228
1755,2000,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][o:7][cH:8][cH:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][o:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][o:7][cH:8][c:9]1-[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1,15.3,100.88384017993286,-18.386787226930004,234.70688005905302,236.33931783107218,0.24278807755314874
1756,2001,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][o:8][n:9]1.[c:10]1[cH:11][cH:12][n:13][cH:14][cH:15]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:8][n:9]1,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7](-[c:10]2[cH:11][cH:12][n:13][cH:14][cH:15]2)[o:8][n:9]1,11.2,100.88384017993286,-31.034666061033587,234.70688005905302,236.33931783107218,0.26483263308439386
