,reaction_id,rxn_smiles,DG_TS
4283,5012,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[s:9][cH:10][nH+:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[s:9][cH:10][nH+:11]1,18.1
4284,5013,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][s:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[nH+:9][s:10][cH:11]1,22.2
4285,5014,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][s:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([C:7]#[N:6])[nH+:12][s:11]1,16.1
4286,5015,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[nH+:9][s:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[nH+:9][s:10][cH:11]1,20.0
4287,5016,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][s:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([O:7][CH3:6])[nH+:12][s:11]1,17.8
4288,5017,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][s:10][nH+:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[cH:9][s:10][nH+:11]1,15.8
4289,5018,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][nH+:10][s:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[cH:9][nH+:10][s:11]1,15.1
4290,5019,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][s:10][nH+:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[cH:9][s:10][nH+:11]1,13.8
4291,5020,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][nH+:10][s:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[cH:9][nH+:10][s:11]1,13.7
4292,5021,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][nH+:11][s:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([C:7]#[N:6])[s:12][nH+:11]1,15.3
4293,5022,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[s:9][nH+:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[s:9][nH+:10][cH:11]1,17.5
4294,5023,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][nH+:11][s:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([O:7][CH3:6])[s:12][nH+:11]1,17.6
4295,5024,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[s:9][nH+:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[s:9][nH+:10][cH:11]1,21.7
4296,5025,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][cH:10][cH:11][o:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[nH+:9][c:8]([C:7]#[N:6])[o:12][cH:11]1,21.5
4297,5026,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][cH:10][cH:11][o:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[cH:10][nH+:9][c:8]([C:7]#[N:6])[o:12]1,15.6
4298,5027,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[nH+:9][cH:10][cH:11][o:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[nH+:9][c:8]([O:7][CH3:6])[o:12][cH:11]1,19.6
4299,5028,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[nH+:9][cH:10][cH:11][o:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[cH:10][nH+:9][c:8]([O:7][CH3:6])[o:12]1,15.2
4300,5029,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][o:10][cH:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[o:10][cH:9][c:8]([C:7]#[N:6])[nH+:12]1,15.2
4301,5030,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][cH:10][o:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[nH+:9][cH:10][o:11]1,15.3
4302,5031,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][o:10][cH:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[o:10][cH:9][c:8]([O:7][CH3:6])[nH+:12]1,13.6
4303,5032,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[nH+:9][cH:10][o:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[nH+:9][cH:10][o:11]1,13.5
4304,5033,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][nH+:10][cH:11][o:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[nH+:10][cH:9][c:8]([C:7]#[N:6])[o:12]1,14.8
4305,5034,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[o:9][cH:10][nH+:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[o:9][cH:10][nH+:11]1,18.3
4306,5035,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][nH+:10][cH:11][o:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[nH+:10][cH:9][c:8]([O:7][CH3:6])[o:12]1,13.5
4307,5036,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[o:9][cH:10][nH+:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[o:9][cH:10][nH+:11]1,20.8
4308,5037,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][o:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[nH+:9][o:10][cH:11]1,23.6
4309,5038,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][o:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([C:7]#[N:6])[nH+:12][o:11]1,14.9
4310,5039,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[nH+:9][o:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[nH+:9][o:10][cH:11]1,20.9
4311,5040,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][o:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([O:7][CH3:6])[nH+:12][o:11]1,16.1
4312,5041,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][o:10][nH+:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[cH:9][o:10][nH+:11]1,18.1
4313,5042,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][nH+:10][o:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[cH:9][nH+:10][o:11]1,15.1
4314,5043,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][o:10][nH+:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[cH:9][o:10][nH+:11]1,16.8
4315,5044,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][nH+:10][o:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[cH:9][nH+:10][o:11]1,12.5
4316,5045,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][nH+:11][o:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([C:7]#[N:6])[o:12][nH+:11]1,17.8
4317,5046,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[o:9][nH+:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[o:9][nH+:10][cH:11]1,19.0
4318,5047,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][nH+:11][o:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([O:7][CH3:6])[o:12][nH+:11]1,20.6
4319,5048,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[o:9][nH+:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[o:9][nH+:10][cH:11]1,24.7
4320,5049,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][nH:10][cH:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[nH:10][cH:9][c:8]([C:7]#[N:6])[nH+:12]1,18.1
4321,5050,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][cH:10][nH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[nH+:9][cH:10][nH:11]1,18.5
4322,5051,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][nH:10][cH:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:11]1[nH:10][cH:9][c:8]([O:7][CH3:6])[nH+:12]1,15.9
4323,5052,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[nH+:9][cH:10][nH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[nH+:9][cH:10][nH:11]1,16.0
4324,5053,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[nH+:9][nH:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([C:7]#[N:6])[nH+:9][nH:10][cH:11]1,20.9
4325,5054,[CH2:1][C:2]([F:3])([F:4])[F:5].[N:6]#[C:7][c:8]1[cH:9][cH:10][nH:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([C:7]#[N:6])[nH+:12][nH:11]1,19.9
4326,5055,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[nH+:9][nH:10][cH:11][cH:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:12]1[c:8]([O:7][CH3:6])[nH+:9][nH:10][cH:11]1,21.7
4327,5056,[CH2:1][C:2]([F:3])([F:4])[F:5].[CH3:6][O:7][c:8]1[cH:9][cH:10][nH:11][nH+:12]1>>[CH2:1]([C:2]([F:3])([F:4])[F:5])[c:10]1[cH:9][c:8]([O:7][CH3:6])[nH+:12][nH:11]1,19.9
4328,5139,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][s:9][n:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][s:9][n:10]1,23.3
4329,5140,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][s:9][cH:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][s:9][cH:10]1,24.6
4330,5141,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][n:9][s:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][n:9][s:10]1,21.7
4331,5142,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[n:7][cH:8][cH:9][o:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[n:7][cH:8][cH:9][o:10]1,19.2
4332,5143,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][o:8][cH:9][n:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][o:8][cH:9][n:10]1,24.0
4333,5144,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][cH:9][o:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][cH:9][o:10]1,19.9
4334,5145,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][o:9][n:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][o:9][n:10]1,25.7
4335,5146,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][o:9][cH:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][o:9][cH:10]1,25.8
4336,5147,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][n:9][o:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][n:9][o:10]1,20.6
4337,5148,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[n:7][cH:8][cH:9][nH:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[n:7][cH:8][cH:9][nH:10]1,22.1
4338,5149,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][nH:8][cH:9][n:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][nH:8][cH:9][n:10]1,24.6
4339,5150,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][cH:9][nH:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][cH:9][nH:10]1,22.2
4340,5151,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][nH:9][n:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][nH:9][n:10]1,25.5
4341,5152,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][n:8][nH:9][cH:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][n:8][nH:9][cH:10]1,27.2
4342,5153,[CH3:1][C:2]([CH3:3])[C:4]#[N:5].[cH:6]1[cH:7][cH:8][n:9][nH:10]1>>[CH3:1][C:2]([CH3:3])([C:4]#[N:5])[c:6]1[cH:7][cH:8][n:9][nH:10]1,23.7
4343,5154,[F:1][CH:2][F:3].[cH:4]1[cH:5][cH:6][s:7][n:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][s:7][n:8]1,13.6
4344,5155,[F:1][CH:2][F:3].[cH:4]1[cH:5][n:6][s:7][cH:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][n:6][s:7][cH:8]1,15.0
4345,5156,[F:1][CH:2][F:3].[cH:4]1[cH:5][cH:6][n:7][s:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][n:7][s:8]1,12.8
4346,5157,[F:1][CH:2][F:3].[cH:4]1[n:5][cH:6][cH:7][o:8]1>>[F:1][CH:2]([F:3])[c:4]1[n:5][cH:6][cH:7][o:8]1,11.2
4347,5158,[F:1][CH:2][F:3].[cH:4]1[cH:5][o:6][cH:7][n:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][o:6][cH:7][n:8]1,14.8
4348,5159,[F:1][CH:2][F:3].[cH:4]1[cH:5][n:6][cH:7][o:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][n:6][cH:7][o:8]1,11.2
4349,5160,[F:1][CH:2][F:3].[cH:4]1[cH:5][cH:6][o:7][n:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][o:7][n:8]1,15.4
4350,5161,[F:1][CH:2][F:3].[cH:4]1[cH:5][n:6][o:7][cH:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][n:6][o:7][cH:8]1,17.1
4351,5162,[F:1][CH:2][F:3].[cH:4]1[cH:5][cH:6][n:7][o:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][n:7][o:8]1,12.0
4352,5163,[F:1][CH:2][F:3].[cH:4]1[n:5][cH:6][cH:7][nH:8]1>>[F:1][CH:2]([F:3])[c:4]1[n:5][cH:6][cH:7][nH:8]1,13.4
4353,5164,[F:1][CH:2][F:3].[cH:4]1[cH:5][nH:6][cH:7][n:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][nH:6][cH:7][n:8]1,15.3
4354,5165,[F:1][CH:2][F:3].[cH:4]1[cH:5][n:6][cH:7][nH:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][n:6][cH:7][nH:8]1,14.3
4355,5166,[F:1][CH:2][F:3].[cH:4]1[cH:5][cH:6][nH:7][n:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][nH:7][n:8]1,15.9
4356,5167,[F:1][CH:2][F:3].[cH:4]1[cH:5][n:6][nH:7][cH:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][n:6][nH:7][cH:8]1,18.1
4357,5168,[F:1][CH:2][F:3].[cH:4]1[cH:5][cH:6][n:7][nH:8]1>>[F:1][CH:2]([F:3])[c:4]1[cH:5][cH:6][n:7][nH:8]1,14.4
4358,5169,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][s:8][n:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][s:8][n:9]1,10.5
4359,5170,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][s:8][cH:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][s:8][cH:9]1,11.3
4360,5171,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][n:8][s:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][s:9]1,10.2
4361,5172,[F:1][C:2]([F:3])[F:4].[cH:5]1[n:6][cH:7][cH:8][o:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][o:9]1,8.4
4362,5173,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][o:7][cH:8][n:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][o:7][cH:8][n:9]1,10.8
4363,5174,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][cH:8][o:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][o:9]1,7.9
4364,5175,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][o:8][n:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][o:8][n:9]1,12.6
4365,5176,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][o:8][cH:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][o:8][cH:9]1,12.4
4366,5177,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][n:8][o:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][o:9]1,9.2
4367,5178,[F:1][C:2]([F:3])[F:4].[cH:5]1[n:6][cH:7][cH:8][nH:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1,8.9
4368,5179,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][nH:7][cH:8][n:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH:7][cH:8][n:9]1,9.8
4369,5180,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][cH:8][nH:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][nH:9]1,8.5
4370,5181,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][nH:8][n:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH:8][n:9]1,11.1
4371,5182,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][nH:8][cH:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][nH:8][cH:9]1,11.8
4372,5183,[F:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][n:8][nH:9]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][nH:9]1,10.1
4373,5184,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][s:8][n:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][s:8][n:9]1,13.9
4374,5185,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][s:8][cH:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][s:8][cH:9]1,15.8
4375,5186,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][n:8][s:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][s:9]1,13.1
4376,5187,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[n:6][cH:7][cH:8][o:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][o:9]1,11.3
4377,5188,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][o:7][cH:8][n:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][o:7][cH:8][n:9]1,15.5
4378,5189,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][cH:8][o:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][o:9]1,12.0
4379,5190,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][o:8][n:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][o:8][n:9]1,15.5
4380,5191,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][o:8][cH:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][o:8][cH:9]1,17.0
4381,5192,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][n:8][o:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][o:9]1,11.7
4382,5193,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[n:6][cH:7][cH:8][nH:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[n:6][cH:7][cH:8][nH:9]1,13.6
4383,5194,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][nH:7][cH:8][n:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][nH:7][cH:8][n:9]1,16.2
4384,5195,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][cH:8][nH:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][cH:8][nH:9]1,14.6
4385,5196,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][nH:8][n:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][nH:8][n:9]1,16.5
4386,5197,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][n:7][nH:8][cH:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][n:7][nH:8][cH:9]1,18.3
4387,5198,[CH3:1][C:2]([F:3])[F:4].[cH:5]1[cH:6][cH:7][n:8][nH:9]1>>[CH3:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][n:8][nH:9]1,14.6
4388,5199,[CH3:1].[cH:2]1[cH:3][cH:4][s:5][n:6]1>>[CH3:1][c:2]1[cH:3][cH:4][s:5][n:6]1,15.7
4389,5200,[CH3:1].[cH:2]1[cH:3][n:4][s:5][cH:6]1>>[CH3:1][c:2]1[cH:3][n:4][s:5][cH:6]1,18.0
4390,5201,[CH3:1].[cH:2]1[cH:3][cH:4][n:5][s:6]1>>[CH3:1][c:2]1[cH:3][cH:4][n:5][s:6]1,15.0
4391,5202,[CH3:1].[cH:2]1[n:3][cH:4][cH:5][o:6]1>>[CH3:1][c:2]1[n:3][cH:4][cH:5][o:6]1,12.5
4392,5203,[CH3:1].[cH:2]1[cH:3][o:4][cH:5][n:6]1>>[CH3:1][c:2]1[cH:3][o:4][cH:5][n:6]1,18.4
4393,5204,[CH3:1].[cH:2]1[cH:3][n:4][cH:5][o:6]1>>[CH3:1][c:2]1[cH:3][n:4][cH:5][o:6]1,13.9
4394,5205,[CH3:1].[cH:2]1[cH:3][cH:4][o:5][n:6]1>>[CH3:1][c:2]1[cH:3][cH:4][o:5][n:6]1,17.5
4395,5206,[CH3:1].[cH:2]1[cH:3][n:4][o:5][cH:6]1>>[CH3:1][c:2]1[cH:3][n:4][o:5][cH:6]1,20.0
4396,5207,[CH3:1].[cH:2]1[cH:3][cH:4][n:5][o:6]1>>[CH3:1][c:2]1[cH:3][cH:4][n:5][o:6]1,13.5
4397,5208,[CH3:1].[cH:2]1[n:3][cH:4][cH:5][nH:6]1>>[CH3:1][c:2]1[n:3][cH:4][cH:5][nH:6]1,16.1
4398,5209,[CH3:1].[cH:2]1[cH:3][nH:4][cH:5][n:6]1>>[CH3:1][c:2]1[cH:3][nH:4][cH:5][n:6]1,19.6
4399,5210,[CH3:1].[cH:2]1[cH:3][n:4][cH:5][nH:6]1>>[CH3:1][c:2]1[cH:3][n:4][cH:5][nH:6]1,17.4
