,rxn_id,predicted
853,3194,14.048185
854,3195,13.465951
855,3196,15.3885765
856,3197,12.990411
857,3198,16.45058
858,3199,14.097658
859,3200,12.590941
860,3201,12.84261
861,3202,12.075102
862,3203,13.086283
863,3205,14.703105
864,3206,20.752436
865,3207,11.495357
866,3208,12.3280325
867,3209,11.296678
868,3210,14.952318
869,3211,16.363882
870,3212,13.433126
871,3214,9.901629
872,3215,12.916489
873,3218,18.991312
874,3219,15.322542
875,3220,22.551142
876,3221,21.254805
877,3222,18.360643
878,3223,11.587631
879,3224,13.1105
880,3225,12.581635
881,3226,17.730484
882,3227,11.984534
883,3230,21.164398
884,3231,14.855508
885,3232,13.298668
886,3233,9.975819
887,3234,10.742627
888,3235,22.12499
889,3236,11.593837
890,3237,10.693666
891,3238,13.411907
892,3239,13.494747
893,3242,12.397098
894,3243,12.914689
895,3244,18.702335
896,3245,20.026031
897,3246,13.522619
898,3247,13.364406
899,3248,12.888469
900,3249,17.468395
901,3250,20.313858
902,3251,15.470767
903,3254,22.68997
904,3255,9.880186
905,3256,11.491471
906,3257,15.753786
907,3258,16.783033
908,3259,12.508847
909,3260,15.514463
910,3262,14.601238
911,3263,13.024117
912,3264,14.631836
913,3265,15.5959635
914,3266,11.674222
915,3267,11.934852
916,3268,11.659869
917,3269,13.641951
918,3270,20.880653
919,3271,12.341567
920,3272,16.1884
921,3273,15.467566
922,3274,14.81673
923,3275,14.677207
924,3276,12.564701
925,3277,14.039041
926,3278,13.792008
927,3279,14.894531
928,3280,14.947558
929,3281,22.18864
930,3282,12.787145
931,3283,12.595893
932,3284,13.228198
933,3285,14.427082
934,3286,13.644924
935,3287,12.154613
936,3288,17.73948
937,3289,10.924284
938,3290,11.509694
939,3291,14.22532
940,3292,13.809312
941,3293,13.895219
942,3294,12.75325
943,3295,12.533743
944,3296,12.663226
945,3297,15.533508
946,3298,12.58399
947,3299,12.711268
948,3300,12.49127
949,3301,16.89177
950,3302,12.47676
951,3303,11.870881
952,3304,19.231833
953,3305,17.209665
954,3306,14.535745
955,3307,14.824839
956,3308,16.847996
957,3309,13.553964
958,3310,18.319147
959,3311,13.282523
960,3312,9.508892
961,3313,11.869529
962,3314,17.390486
963,3315,16.686941
964,3316,16.049265
965,3317,14.732319
966,3318,21.042202
967,3319,12.963094
968,3320,13.639666
969,3321,14.696059
970,3322,19.933464
971,3323,11.9530735
972,3324,22.632832
973,3325,18.686476
974,3326,15.490841
975,3327,15.901793
976,3328,23.12772
977,3329,13.509868
978,3330,18.210749
979,3331,9.579586
980,3332,21.482119
981,3333,20.409426
982,3334,16.163437
983,3335,12.189957
984,3336,10.872722
985,3337,18.158056
986,3338,17.734062
987,3339,21.42065
988,3340,15.540745
989,3341,15.397473
990,3342,13.654234
991,3343,22.073456
992,3344,20.116257
993,3345,15.67545
994,3346,20.246916
995,3347,16.948055
996,3348,10.239978
997,3349,15.34649
998,3350,10.7337885
999,3351,13.024479
1000,3352,15.109722
1001,3353,14.093669
1002,3354,14.693761
1003,3355,17.27854
1004,3356,17.211098
1005,3357,17.604748
1006,3358,12.849383
1007,3359,11.0522
1008,3360,9.862533
1009,3361,15.66038
1010,3362,22.551142
1011,3363,13.617284
1012,3364,14.049639
1013,3365,11.497483
1014,3366,13.019327
1015,3367,16.724457
1016,3368,17.818474
1017,3369,16.20559
1018,3370,15.102204
1019,3371,14.679334
1020,3372,14.95246
1021,3373,17.982254
1022,3374,15.01745
1023,3375,11.874432
1024,3376,15.993528
1025,3377,15.867623
1026,3378,17.616995
1027,3379,12.880009
1028,3380,12.838389
1029,3381,22.058138
1030,3382,11.693269
1031,3383,15.873746
1032,3384,20.116018
1033,3385,12.594327
1034,3386,16.675327
1035,3387,12.748804
1036,3388,14.779338
1037,3389,21.095345
1038,3390,15.628488
1039,3391,15.73583
1040,3392,14.192718
1041,3393,15.123016
1042,3394,17.616745
1043,3395,13.027887
1044,3396,11.999924
1045,3397,11.142965
1046,3398,17.548147
1047,3399,14.119925
1048,3400,12.271688
1049,3401,13.713105
1050,3402,20.233622
1051,3403,13.989919
1052,3404,11.372348
1053,3405,17.982254
1054,3406,18.315369
1055,3407,12.379375
1056,3408,15.023005
1057,3409,13.327409
1058,3410,12.547544
1059,3411,12.216935
1060,3412,15.357602
1061,3413,18.780708
1062,3414,15.016774
1063,3415,11.809107
1064,3416,10.777932
1065,3417,18.312674
1066,3418,11.426312
1067,3419,12.033211
1068,3420,15.692008
1069,3421,12.18311
1070,3422,13.25873
1071,3423,18.977324
1072,3424,13.722727
1073,3425,9.301865
1074,3426,11.661769
1075,3427,13.755496
1076,3428,11.842783
1077,3429,15.190704
1078,3430,12.704924
1079,3431,10.609344
1080,3432,13.987658
1081,3433,12.569835
1082,3434,11.911934
1083,3435,13.039337
1084,3436,12.713817
1085,3437,16.700676
1086,3438,13.755669
1087,3439,11.254595
1088,3440,12.026127
1089,3441,11.674186
1090,3442,17.015709
1091,3443,12.180476
1092,3444,13.04084
1093,3445,14.470458
1094,3447,12.351004
1095,3448,13.657483
1096,3449,13.28405
1097,3450,12.103818
1098,3451,10.297427
1099,3452,14.0266695
1100,3453,13.649644
1101,3454,15.584112
1102,3455,15.377661
1103,3456,12.119881
1104,3457,15.487631
1105,3458,13.773147
1106,3459,15.29684
1107,3460,9.880422
1108,3461,12.10861
1109,3462,14.230961
1110,3463,16.891472
1111,3464,13.192308
1112,3465,13.7569475
1113,3466,15.110464
1114,3467,23.12772
1115,3468,15.446916
1116,3469,12.227189
1117,3470,12.599025
1118,3471,13.725558
1119,3472,16.229036
1120,3473,15.733304
1121,3474,14.511285
1122,3475,18.134182
1123,3476,12.54659
1124,3477,16.800856
1125,3478,10.727667
1126,3479,12.540578
1127,3480,12.777915
1128,3481,12.551307
1129,3482,16.957855
1130,3483,11.648026
1131,3484,15.840491
1132,3485,12.596094
1133,3486,15.462808
1134,3487,17.551395
1135,3488,16.563139
1136,3489,11.706384
1137,3490,16.518799
1138,3491,13.724732
1139,3492,14.197047
1140,3493,15.791173
1141,3494,16.11934
1142,3495,13.946354
1143,3496,11.946377
1144,3497,11.7776375
1145,3498,21.941065
1146,3499,14.470073
1147,3500,11.650469
1148,3501,14.175112
1149,3502,13.785725
1150,3503,15.763671
1151,3504,11.025958
1152,3505,14.441788
1153,3506,13.332214
1154,3507,21.389507
1155,3508,15.364815
1156,3509,13.420989
1157,3510,16.460667
1158,3511,17.897718
1159,3512,18.686476
1160,3513,16.362015
1161,3514,12.993915
1162,3515,11.30702
1163,3516,15.375446
1164,3517,13.905309
1165,3518,16.684614
1166,3519,11.64848
1167,3520,22.0184
1168,3521,10.590211
1169,3523,12.469134
1170,3524,15.436291
1171,3525,17.884829
1172,3526,13.615367
1173,3527,13.184505
1174,3528,10.270012
1175,3529,16.301676
1176,3530,15.030363
1177,3531,20.753777
1178,3532,12.581499
1179,3533,15.72307
1180,3534,24.170275
1181,3535,12.75457
1182,3536,20.145485
1183,3537,11.54225
1184,3538,11.937432
1185,3539,15.12764
1186,3540,9.946369
1187,3541,11.556636
1188,3542,12.330909
1189,3543,9.48181
1190,3544,14.9031925
1191,3545,13.748392
1192,3546,20.370928
1193,3547,14.3443
1194,3548,18.32877
1195,3549,12.639513
1196,3550,13.388351
1197,3551,12.942471
1198,3552,14.425721
1199,3553,11.915932
1200,3554,16.642992
1201,3555,14.716075
1202,3556,13.9155445
1203,3557,21.64257
1204,3558,15.123625
1205,3559,17.44036
1206,3560,15.46189
1207,3562,14.255695
1208,3563,13.495227
1209,3564,13.96264
1210,3565,15.329171
1211,3566,12.740354
1212,3567,15.091907
1213,3568,13.038106
1214,3569,19.78013
1215,3570,12.480073
1216,3571,20.778618
1217,3572,12.812008
1218,3573,17.511053
1219,3574,14.635376
1220,3575,9.268082
1221,3576,12.626253
1222,3577,11.235884
1223,3578,16.976797
1224,3579,12.327995
1225,3580,15.683244
1226,3581,11.952969
1227,3582,11.480246
1228,3583,21.127932
1229,3584,9.645314
1230,3585,17.933392
1231,3586,18.602787
1232,3587,14.569304
1233,3588,22.727856
1234,3589,13.655491
1235,3590,13.839473
1236,3591,12.26432
1237,3592,14.980205
1238,3593,13.170239
1239,3594,20.869688
1240,3595,9.769343
1241,3596,13.225806
1242,3597,12.823288
1243,3598,21.730759
1244,3599,11.239671
1245,3601,16.037882
1246,3602,15.83322
1247,3603,13.384415
1248,3604,15.945386
1249,3605,9.984925
1250,3606,14.237065
1251,3607,10.25909
1252,3608,18.019873
1253,3609,12.28912
1254,3610,13.170313
1255,3611,15.743412
1256,3612,18.123987
1257,3613,17.780052
1258,3614,11.953356
1259,3615,14.863931
1260,3616,13.950039
1261,3617,10.955095
1262,3618,12.931318
1263,3619,15.224344
1264,3620,23.590933
1265,3621,13.36912
1266,3622,12.96424
1267,3623,13.342866
1268,3624,11.659881
1269,3625,12.473175
1270,3626,15.307674
1271,3627,10.242359
1272,3628,12.625419
1273,3629,14.379841
1274,3630,11.736834
1275,3631,20.707718
1276,3632,14.723204
1277,3633,15.466207
1278,3634,11.170626
1279,3635,21.590816
1280,3636,13.773075
1281,3637,12.414921
1282,3638,24.170275
1283,3639,10.221064
1284,3640,16.57804
1285,3641,14.921813
1286,3642,22.026993
1287,3643,10.888451
1288,3644,13.231504
1289,3645,14.414504
1290,3646,22.165321
1291,3647,9.675532
1292,3648,15.878429
1293,3649,16.311495
1294,3650,16.34457
1295,3651,15.478834
1296,3652,15.885167
1297,3653,13.179773
1298,3654,17.082932
1299,3655,13.238079
1300,3656,12.485591
1301,3657,21.916706
1302,3658,14.594933
1303,3659,17.280556
1304,3660,13.441702
1305,3661,12.540614
1306,3662,12.018212
1307,3663,14.231028
1308,3664,13.640428
1309,3665,19.602345
1310,3666,16.567884
1311,3667,15.9911375
1312,3668,13.028997
1313,3669,12.566086
1314,3670,9.351122
1315,3671,11.512059
1316,3672,16.946257
1317,3673,12.44711
1318,3674,14.3443
1319,3675,16.55342
1320,3676,19.392311
1321,3677,17.963333
1322,3678,20.577026
1323,3679,15.775077
1324,3680,12.769802
1325,3681,15.166329
1326,3682,16.710978
1327,3683,10.304228
1328,3684,13.356991
1329,3685,17.567408
1330,3686,11.534383
1331,3687,15.837625
1332,3688,15.589056
1333,3689,12.062284
1334,3690,15.505023
1335,3691,14.379841
1336,3692,12.851761
1337,3693,16.113037
1338,3694,13.307318
1339,3695,14.6542225
1340,3696,14.607988
1341,3697,12.650085
1342,3698,12.010502
1343,3699,12.790215
1344,3700,12.581798
1345,3701,16.815216
1346,3702,15.414619
1347,3703,15.290985
1348,3704,14.556461
1349,3706,12.717279
1350,3707,18.60401
1351,3708,12.851427
1352,3709,21.796238
1353,3710,16.04164
1354,3711,21.913155
1355,3712,15.9031315
1356,3713,11.914529
